policyID,statecode,county,eq_site_limit,hu_site_limit,fl_site_limit,fr_site_limit,tiv_2011,tiv_2012,eq_site_deductible,hu_site_deductible,fl_site_deductible,fr_site_deductible,point_latitude,point_longitude,line,construction,point_granularity
849612,FL,DUVAL COUNTY,0,1099849.59,0,0,1099849.59,1229015.93,0,0,0,0,30.389431,-81.707268,Residential,Masonry,1
198696,FL,DUVAL COUNTY,0,1787816.73,0,0,1787816.73,2585955.33,0,0,0,0,30.389431,-81.707268,Residential,Masonry,1
704517,FL,DUVAL COUNTY,0,399038.4,0,399038.4,399038.4,443650.89,0,0,0,0,30.389431,-81.707268,Residential,Masonry,1
538419,FL,DUVAL COUNTY,0,407019.17,0,0,407019.17,399644.79,0,0,0,0,30.389431,-81.707268,Residential,Masonry,1
914146,FL,DUVAL COUNTY,0,134675.46,0,0,134675.46,151534.13,0,0,0,0,30.389431,-81.707268,Residential,Wood,1
642764,FL,DUVAL COUNTY,0,7481.97,0,0,7481.97,9337.5,0,0,0,0,30.389431,-81.707268,Residential,Wood,1
170616,FL,DUVAL COUNTY,0,56024.99,0,0,56024.99,83124.84,0,0,0,0,30.389431,-81.707268,Residential,Wood,1
786753,FL,DUVAL COUNTY,0,3541013.56,0,0,3541013.56,5317044.32,0,0,0,0,30.392374,-81.712189,Commercial,Reinforced Masonry,1
165874,FL,DUVAL COUNTY,0,2102832.61,0,0,2102832.61,3580392.15,0,0,0,0,30.392374,-81.712189,Commercial,Reinforced Masonry,1
890223,FL,DUVAL COUNTY,0,1425905.53,0,0,1425905.53,2184512.94,0,0,0,0,30.392374,-81.712189,Residential,Masonry,1
146045,FL,DUVAL COUNTY,0,3717850.75,0,0,3717850.75,3332049.38,0,0,0,0,30.392374,-81.712189,Commercial,Reinforced Masonry,1
968169,FL,DUVAL COUNTY,0,504224.92,0,0,504224.92,591198.68,0,0,0,0,30.392374,-81.712189,Residential,Masonry,1
225884,FL,DUVAL COUNTY,0,1981997.96,0,0,1981997.96,2319730.41,0,0,0,0,30.400969,-81.710999,Commercial,Reinforced Masonry,1
486786,FL,DUVAL COUNTY,0,216370.44,0,0,216370.44,286232.13,0,0,0,0,30.349709,-81.678642,Residential,Wood,1
364567,FL,DUVAL COUNTY,0,39760.38,0,0,39760.38,43351.54,0,0,0,0,30.349709,-81.678642,Residential,Wood,1
193636,FL,DUVAL COUNTY,14490000,14490000,14490000,14490000,14490000,17190000,0,0,0,0,30.364939,-81.67144,Commercial,Reinforced Concrete,1
798507,FL,DUVAL COUNTY,1513193.4,1513193.4,1513193.4,1513193.4,1513193.4,1991801.34,0,0,0,0,30.33772,-81.66742,Residential,Masonry,1
912021,FL,DUVAL COUNTY,1431666.9,1431666.9,1431666.9,1431666.9,1431666.9,1774511.04,0,0,0,0,30.34561,-81.675667,Residential,Masonry,3
235211,FL,DUVAL COUNTY,1050291,1050291,1050291,1050291,1050291,1635832.43,0,0,0,0,30.35503,-81.70299,Residential,Masonry,3
449935,FL,DUVAL COUNTY,786348,786348,786348,786348,786348,736906.37,39317.4,39317.4,0,0,30.34413,-81.672508,Residential,Masonry,1
482709,FL,DUVAL COUNTY,587081.7,587081.7,587081.7,587081.7,587081.7,605285.93,0,0,0,0,30.366005,-81.680191,Residential,Masonry,1
719335,FL,DUVAL COUNTY,486405,486405,486405,486405,486405,373675.78,0,0,0,0,30.34142,-81.66347,Residential,Masonry,1
787410,FL,DUVAL COUNTY,251426.7,251426.7,251426.7,251426.7,251426.7,377408.07,0,0,0,0,30.33714,-81.68638,Residential,Wood,1
229169,FL,DUVAL COUNTY,188603.1,188603.1,188603.1,188603.1,188603.1,179533.55,0,0,0,0,30.368504,-81.682167,Residential,Wood,1
101803,FL,DUVAL COUNTY,164682.9,164682.9,164682.9,164682.9,164682.9,188318.52,0,0,0,0,30.368504,-81.682167,Residential,Wood,1
881092,FL,DUVAL COUNTY,1350000,1350000,1350000,1350000,1350000,1251510.75,67500,67500,0,0,30.34355,-81.67065,Residential,Masonry,1
335163,FL,DUVAL COUNTY,94384.8,94384.8,94384.8,94384.8,94384.8,148901.46,0,0,0,0,30.368504,-81.682167,Residential,Wood,1
207361,FL,DUVAL COUNTY,57092.4,57092.4,57092.4,57092.4,57092.4,96925.54,0,0,0,0,30.368504,-81.682167,Residential,Wood,1
206465,FL,DUVAL COUNTY,55159.2,55159.2,55159.2,55159.2,55159.2,47180.97,0,0,0,0,30.34561,-81.675667,Residential,Wood,3
666849,FL,DUVAL COUNTY,53936.1,53936.1,53936.1,53936.1,53936.1,54765.31,0,0,0,0,30.368504,-81.682167,Residential,Wood,1
251808,FL,DUVAL COUNTY,42966.9,42966.9,42966.9,42966.9,42966.9,67096.77,0,0,0,0,30.39194,-81.71532,Residential,Wood,3
339792,FL,DUVAL COUNTY,33868.8,33868.8,33868.8,33868.8,33868.8,46889.59,0,0,0,0,30.368504,-81.682167,Residential,Wood,1
625677,FL,DUVAL COUNTY,28644.3,28644.3,28644.3,28644.3,28644.3,26634.39,0,0,0,0,30.38015,-81.727142,Residential,Wood,1
243688,FL,DUVAL COUNTY,2566.8,2566.8,2566.8,2566.8,2566.8,4499.75,0,0,0,0,30.368504,-81.682167,Residential,Wood,1
609587,FL,DUVAL COUNTY,99015.3,99015.3,0,0,99015.3,113856.51,0,0,0,0,30.346796,-81.6642,Residential,Wood,1
761534,FL,DUVAL COUNTY,409232.7,409232.7,0,0,409232.7,514241.81,0,0,0,0,30.362734,-81.691238,Residential,Masonry,3
545820,FL,DUVAL COUNTY,576071.1,576071.1,0,0,576071.1,761617.84,0,0,0,0,30.34575,-81.66268,Residential,Masonry,1
301577,FL,DUVAL COUNTY,0,359388,0,359388,359388,607998.24,0,0,0,0,30.370352,-81.723793,Residential,Wood,1
365067,FL,DUVAL COUNTY,4725000,4725000,4725000,4725000,4725000,4089430.8,0,141750,0,0,30.36415,-81.69431,Commercial,Reinforced Masonry,1
730249,FL,DUVAL COUNTY,0,1270210.55,0,0,1270210.55,1206217.34,0,0,0,0,30.3413,-81.67609,Residential,Masonry,1
656860,FL,DUVAL COUNTY,0,119711.52,0,0,119711.52,167152,0,0,0,0,30.36784,-81.67622,Residential,Wood,1
745150,FL,DUVAL COUNTY,0,303019.79,0,0,303019.79,383895.77,0,0,0,0,30.35523,-81.70035,Residential,Wood,1
855576,FL,DUVAL COUNTY,0,29578.72,0,0,29578.72,33790.73,0,0,0,0,30.35523,-81.70035,Residential,Wood,1
824071,FL,DUVAL COUNTY,0,40369.38,0,0,40369.38,63034.13,0,0,0,0,30.371552,-81.686005,Residential,Wood,1
101435,FL,DUVAL COUNTY,0,10268.59,0,0,10268.59,11203.84,0,0,0,0,30.371552,-81.686005,Residential,Wood,1
672037,FL,DUVAL COUNTY,0,438982.14,0,0,438982.14,423134.89,0,0,0,0,30.351292,-81.689247,Residential,Masonry,1
893950,FL,DUVAL COUNTY,0,667458.23,0,0,667458.23,749328.66,0,0,0,0,30.351292,-81.689247,Residential,Masonry,1
174113,FL,DUVAL COUNTY,0,517280.13,0,0,517280.13,493808.03,0,0,0,0,30.351292,-81.689247,Residential,Masonry,1
507602,FL,DUVAL COUNTY,0,500593.67,0,0,500593.67,481270.76,0,0,0,0,30.351292,-81.689247,Residential,Masonry,1
384205,FL,DUVAL COUNTY,0,600712.41,0,0,600712.41,851660.02,0,0,0,0,30.351292,-81.689247,Residential,Masonry,1
110442,FL,DUVAL COUNTY,0,2033180.46,0,0,2033180.46,3292044.47,0,0,0,0,30.351292,-81.689247,Commercial,Reinforced Masonry,1
455063,FL,DUVAL COUNTY,0,257180.25,0,0,257180.25,272736.57,0,0,0,0,30.351292,-81.689247,Residential,Wood,1
543616,FL,DUVAL COUNTY,0,67387.61,0,0,67387.61,74234.19,0,0,0,0,30.337194,-81.695435,Residential,Wood,1
568452,FL,DUVAL COUNTY,0,2806623.29,0,0,2806623.29,2408082.78,0,0,0,0,30.34523,-81.66703,Commercial,Reinforced Masonry,1
284613,FL,DUVAL COUNTY,0,2671415.77,0,0,2671415.77,2341576.07,0,0,0,0,30.34523,-81.66703,Commercial,Reinforced Masonry,1
534443,FL,DUVAL COUNTY,0,7893627.99,0,0,7893627.99,8615105.59,0,0,0,0,30.34523,-81.66703,Commercial,Reinforced Masonry,1
573663,FL,DUVAL COUNTY,0,1521034.62,0,0,1521034.62,1510652.04,0,0,0,0,30.339199,-81.688622,Residential,Masonry,1
259340,FL,DUVAL COUNTY,0,2244970.09,0,0,2244970.09,2840684.12,0,0,0,0,30.339199,-81.688622,Commercial,Reinforced Masonry,1
782907,FL,DUVAL COUNTY,0,8223213.76,0,0,8223213.76,7684560.36,0,0,0,0,30.339199,-81.688622,Commercial,Reinforced Masonry,1
176541,FL,DUVAL COUNTY,0,336149.95,0,0,336149.95,396265.32,0,0,0,0,30.34806,-81.68741,Residential,Wood,1
896086,FL,DUVAL COUNTY,0,1407358.56,0,0,1407358.56,1190307.28,0,0,0,0,30.351385,-81.672768,Residential,Masonry,1
967630,FL,DUVAL COUNTY,0,3306656.64,0,0,3306656.64,2666487.92,0,0,0,0,30.351385,-81.672768,Commercial,Reinforced Masonry,1
173405,FL,DUVAL COUNTY,0,869779.01,0,0,869779.01,809071.92,0,0,0,0,30.351385,-81.672768,Residential,Masonry,1
315682,FL,DUVAL COUNTY,0,78560.69,0,0,78560.69,115853.76,0,0,0,0,30.351385,-81.672768,Residential,Wood,1
821081,FL,DUVAL COUNTY,0,74719.94,0,0,74719.94,95873.16,0,0,0,0,30.33926,-81.66981,Residential,Wood,1
538895,FL,DUVAL COUNTY,0,74719.94,0,0,74719.94,60445.59,0,0,0,0,30.371607,-81.693359,Residential,Wood,1
280239,FL,DUVAL COUNTY,0,236968.95,0,0,236968.95,195426.87,0,0,0,0,30.371607,-81.693359,Residential,Wood,1
429358,FL,DUVAL COUNTY,0,2499759.43,0,0,2499759.43,2811629.42,0,0,0,0,30.364946,-81.684883,Commercial,Reinforced Masonry,1
132788,FL,DUVAL COUNTY,0,364238.93,0,0,364238.93,579139.89,0,0,0,0,30.364946,-81.684883,Residential,Masonry,1
916148,FL,DUVAL COUNTY,0,67387.61,0,0,67387.61,100070.6,0,0,0,0,30.364946,-81.684883,Residential,Wood,1
249043,FL,DUVAL COUNTY,0,1005038.07,0,0,1005038.07,766024.94,0,0,0,0,30.369608,-81.710762,Residential,Masonry,1
876989,FL,DUVAL COUNTY,0,46208.65,0,0,46208.65,51107.41,0,0,0,0,30.369608,-81.710762,Residential,Wood,1
284830,FL,DUVAL COUNTY,0,6842088.65,0,0,6842088.65,9000000,0,0,0,0,30.35336,-81.69022,Commercial,Reinforced Masonry,1
412724,FL,DUVAL COUNTY,0,67387.61,0,0,67387.61,64197.48,0,0,0,0,30.38015,-81.727142,Residential,Wood,1
759074,FL,DUVAL COUNTY,0,9900000,0,0,9900000,16470000,0,0,0,0,30.34687,-81.670166,Commercial,Reinforced Concrete,1
207362,FL,DUVAL COUNTY,0,4001357.56,0,0,4001357.56,5897720.94,0,0,0,0,30.38112,-81.70944,Commercial,Reinforced Masonry,1
999216,FL,DUVAL COUNTY,0,1414092.33,0,0,1414092.33,2307993.83,0,0,0,0,30.38112,-81.70944,Residential,Masonry,1
512085,FL,DUVAL COUNTY,0,40203.12,0,0,40203.12,62983.41,0,0,0,0,30.38112,-81.70944,Residential,Wood,1
173324,FL,DUVAL COUNTY,0,700312.39,0,0,700312.39,809593.34,0,0,0,0,30.38112,-81.70944,Residential,Masonry,1
377010,FL,DUVAL COUNTY,0,286185.35,0,0,286185.35,343760.12,0,0,0,0,30.38112,-81.70944,Residential,Wood,1
582596,FL,DUVAL COUNTY,0,11971.15,0,0,11971.15,19695.9,0,0,0,0,30.38112,-81.70944,Residential,Wood,1
861370,FL,DUVAL COUNTY,0,453407.38,0,0,453407.38,448647.51,0,0,0,0,30.38112,-81.70944,Residential,Masonry,1
999091,FL,DUVAL COUNTY,0,224099.97,0,0,224099.97,296053.53,0,0,0,0,30.377518,-81.700066,Residential,Wood,1
628778,FL,DUVAL COUNTY,0,74719.94,0,0,74719.94,89161.81,0,0,0,0,30.337561,-81.685181,Residential,Wood,1
365492,FL,DUVAL COUNTY,0,1414092.33,0,0,1414092.33,1476312.39,0,0,0,0,30.36784,-81.67622,Residential,Masonry,1
687502,FL,DUVAL COUNTY,0,3047032.28,0,0,3047032.28,2625725.22,0,0,0,0,30.36784,-81.67622,Commercial,Reinforced Masonry,1
500980,FL,DUVAL COUNTY,0,119711.52,0,0,119711.52,106176.1,0,0,0,0,30.36784,-81.67622,Residential,Wood,1
853505,FL,DUVAL COUNTY,0,78560.69,0,0,78560.69,83110.92,0,0,0,0,30.36784,-81.67622,Residential,Wood,1
890983,FL,DUVAL COUNTY,0,23850000,0,0,23850000,25560000,0,0,0,0,30.36784,-81.67622,Commercial,Reinforced Concrete,1
856135,FL,DUVAL COUNTY,0,3047032.28,0,0,3047032.28,2317207.11,0,0,0,0,30.36784,-81.67622,Commercial,Reinforced Masonry,1
188214,FL,DUVAL COUNTY,6953913.9,6953913.9,6953913.9,6953913.9,6953913.9,5712876.7,0,0,0,0,30.2705,-81.73598,Commercial,Reinforced Masonry,3
936547,FL,DUVAL COUNTY,436950,436950,436950,436950,436950,798307.65,0,8739,0,0,30.2705,-81.73598,Residential,Masonry,3
696904,FL,DUVAL COUNTY,1774215,1774215,1774215,1774215,1774215,2906164.17,0,0,0,0,30.26955,-81.71112,Residential,Masonry,1
436225,FL,DUVAL COUNTY,846450,846450,846450,846450,846450,891352.48,0,0,0,0,30.27845,-81.72829,Residential,Masonry,1
199533,FL,DUVAL COUNTY,408600,408600,408600,408600,408600,517581.79,0,0,0,0,30.25577,-81.70233,Residential,Masonry,1
242434,FL,DUVAL COUNTY,238770,238770,238770,238770,238770,268583.78,0,0,0,0,30.27845,-81.72829,Residential,Wood,1
252035,FL,DUVAL COUNTY,224190,224190,224190,224190,224190,188101.01,0,0,0,0,30.26955,-81.71112,Residential,Wood,1
321400,FL,DUVAL COUNTY,108000,108000,108000,108000,108000,112116.31,0,0,0,0,30.26955,-81.71112,Residential,Wood,1
919929,FL,DUVAL COUNTY,97380,97380,97380,97380,97380,78986.28,0,0,0,0,30.2669,-81.7507,Residential,Wood,1
585185,FL,DUVAL COUNTY,59040,59040,59040,59040,59040,50079.62,0,0,0,0,30.27821,-81.72922,Residential,Wood,1
478446,FL,DUVAL COUNTY,39474,39474,39474,39474,39474,53262.27,0,0,0,0,30.27821,-81.72922,Residential,Wood,1
708815,FL,DUVAL COUNTY,8370,8370,8370,8370,8370,7207.57,0,0,0,0,30.27845,-81.72829,Residential,Wood,1
345490,FL,DUVAL COUNTY,0,632467.44,0,0,632467.44,866877.58,0,0,0,0,30.28606,-81.72325,Residential,Masonry,1
419414,FL,DUVAL COUNTY,0,1029146.58,0,0,1029146.58,1771109.81,0,0,0,0,30.28606,-81.72325,Residential,Masonry,1
127076,FL,DUVAL COUNTY,0,2787849.9,0,2787849.9,2787849.9,3918490.31,0,0,0,0,30.28606,-81.72325,Commercial,Reinforced Masonry,1
166342,FL,DUVAL COUNTY,0,46233,0,46233,46233,70483.87,0,0,0,0,30.28606,-81.72325,Residential,Wood,1
836614,FL,DUVAL COUNTY,0,10171.26,0,0,10171.26,13656.5,0,0,0,0,30.28606,-81.72325,Residential,Wood,1
484522,FL,DUVAL COUNTY,0,2773.98,0,0,2773.98,2150.33,0,0,0,0,30.25259,-81.8372,Residential,Wood,1
621324,FL,DUVAL COUNTY,0,2491958.7,0,2491958.7,2491958.7,2158659.22,0,0,0,0,30.25259,-81.8372,Commercial,Reinforced Masonry,1
154445,FL,DUVAL COUNTY,0,1382366.7,0,1382366.7,1382366.7,1488974.82,0,0,0,0,30.25259,-81.8372,Residential,Masonry,1
718596,FL,DUVAL COUNTY,0,1689353.82,0,0,1689353.82,1636051.33,0,0,0,0,30.25259,-81.8372,Residential,Masonry,1
773384,FL,DUVAL COUNTY,0,4584464.28,0,0,4584464.28,5931453.24,0,0,0,0,30.25259,-81.8372,Commercial,Reinforced Masonry,1
357710,FL,DUVAL COUNTY,0,71198.82,0,0,71198.82,100831.77,0,0,0,0,30.25259,-81.8372,Residential,Wood,1
526088,FL,DUVAL COUNTY,0,36061.74,0,0,36061.74,35948.87,0,0,0,0,30.25259,-81.8372,Residential,Wood,1
745477,FL,DUVAL COUNTY,0,423494.28,0,0,423494.28,554253.22,0,0,0,0,30.25259,-81.8372,Residential,Masonry,1
171647,FL,DUVAL COUNTY,0,1612607.04,0,0,1612607.04,2711889.01,0,0,0,0,30.25259,-81.8372,Residential,Masonry,1
810829,FL,DUVAL COUNTY,39510,39510,0,39510,39510,45199.44,0,0,0,0,30.27111,-81.77111,Residential,Wood,1
684944,FL,DUVAL COUNTY,9360000,9360000,9360000,9360000,9360000,14220000,0,0,0,0,30.26029,-81.77938,Commercial,Reinforced Concrete,1
619262,FL,DUVAL COUNTY,81849.6,81849.6,81849.6,81849.6,81849.6,75691.89,0,0,0,0,30.24872,-81.70128,Residential,Wood,1
312635,FL,DUVAL COUNTY,0,746406.11,0,0,746406.11,796660.14,0,0,0,0,30.24872,-81.74154,Residential,Masonry,1
727722,FL,DUVAL COUNTY,0,1543280.17,0,0,1543280.17,1618536.69,0,0,0,0,30.272932,-81.733765,Residential,Masonry,1
399238,FL,DUVAL COUNTY,853568.1,853568.1,853568.1,853568.1,853568.1,832399.61,0,0,0,0,30.28101,-81.74814,Residential,Masonry,1
663096,FL,DUVAL COUNTY,841056.3,841056.3,841056.3,841056.3,841056.3,829693.63,0,0,0,0,30.25096,-81.69749,Residential,Masonry,1
318597,FL,DUVAL COUNTY,144121.5,144121.5,144121.5,144121.5,144121.5,190586.27,0,0,0,0,30.25721,-81.754211,Residential,Wood,1
346705,FL,DUVAL COUNTY,102023.1,102023.1,102023.1,102023.1,102023.1,71120.71,0,0,0,0,30.266239,-81.764267,Residential,Wood,1
506822,FL,DUVAL COUNTY,59364,59364,59364,59364,59364,59905.4,2968.2,2968.2,0,0,30.28128,-81.7397,Residential,Wood,1
913753,FL,DUVAL COUNTY,13860000,13860000,13860000,13860000,13860000,12600000,0,0,0,0,30.295305,-81.755821,Commercial,Reinforced Concrete,1
926726,FL,DUVAL COUNTY,881836.2,881836.2,0,0,881836.2,1236510.72,0,0,0,0,30.275583,-81.718452,Residential,Masonry,1
536182,FL,DUVAL COUNTY,439182,439182,0,0,439182,503520.41,0,0,0,0,30.247498,-81.743118,Residential,Masonry,3
340126,FL,DUVAL COUNTY,465335.1,465335.1,0,0,465335.1,715759.84,0,0,0,0,30.2472,-81.79519,Residential,Masonry,1
750560,FL,DUVAL COUNTY,0,650505.05,0,0,650505.05,468363.64,0,0,0,0,30.247805,-81.818642,Residential,Masonry,1
644559,FL,DUVAL COUNTY,0,857736.61,0,0,857736.61,805949.91,0,0,0,0,30.261814,-81.780609,Residential,Masonry,1
496964,FL,DUVAL COUNTY,0,250668,0,250668,250668,316944.62,0,0,0,0,30.24702,-81.7985,Residential,Wood,1
553602,FL,DUVAL COUNTY,0,259308,0,259308,259308,307124.4,0,0,0,0,30.26087,-81.74026,Residential,Wood,1
939079,FL,DUVAL COUNTY,5232600,5232600,5232600,5232600,5232600,4856899.32,0,261630,0,0,30.28562,-81.73125,Commercial,Reinforced Masonry,1
827672,FL,DUVAL COUNTY,0,1212527.82,0,0,1212527.82,1129105.91,0,0,0,0,30.27043,-81.75814,Residential,Masonry,1
206006,FL,DUVAL COUNTY,4845375,4845375,4845375,4845375,4845375,5665600.08,0,0,0,0,30.27509,-81.69956,Commercial,Reinforced Masonry,1
230656,FL,DUVAL COUNTY,0,615141.68,0,0,615141.68,558917.73,0,0,0,0,30.268391,-81.736847,Residential,Masonry,1
280510,FL,DUVAL COUNTY,0,9450000,0,0,9450000,12330000,0,0,0,0,30.25729,-81.74108,Commercial,Reinforced Concrete,1
524196,FL,DUVAL COUNTY,869225.4,869225.4,869225.4,869225.4,869225.4,1197431.87,0,0,0,0,30.28503,-81.71974,Residential,Masonry,1
927241,FL,DUVAL COUNTY,0,58193.1,0,58193.1,58193.1,89244.01,0,0,0,0,30.247622,-81.694328,Residential,Wood,1
991142,FL,DUVAL COUNTY,0,161211.51,0,0,161211.51,290064.65,0,0,0,0,30.259905,-81.704155,Residential,Wood,1
834720,FL,DUVAL COUNTY,0,198089.31,0,0,198089.31,203239.63,0,0,0,0,30.25915,-81.750313,Residential,Wood,1
800649,FL,DUVAL COUNTY,0,140361.76,0,0,140361.76,194998.27,0,0,0,0,30.25292,-81.758675,Residential,Wood,1
932040,FL,DUVAL COUNTY,0,189343.72,0,0,189343.72,296754.63,0,0,0,0,30.269796,-81.770615,Residential,Wood,1
384396,FL,DUVAL COUNTY,0,978724.81,0,0,978724.81,1428566.31,0,0,0,0,30.27591,-81.70306,Residential,Masonry,1
582723,FL,DUVAL COUNTY,0,337900.73,0,0,337900.73,309089.96,0,0,0,0,30.27591,-81.70306,Residential,Wood,1
770816,FL,DUVAL COUNTY,0,65462.25,0,0,65462.25,96715.76,0,0,0,0,30.27591,-81.70306,Residential,Wood,1
732462,FL,DUVAL COUNTY,0,336149.95,0,0,336149.95,395812.53,0,0,0,0,30.27591,-81.70306,Residential,Wood,1
450936,FL,DUVAL COUNTY,0,876841.16,0,0,876841.16,1286483.81,0,0,0,0,30.247622,-81.694328,Residential,Masonry,1
541953,FL,DUVAL COUNTY,0,3353502.09,0,0,3353502.09,4180985.43,0,0,0,0,30.27289,-81.72411,Commercial,Reinforced Masonry,1
743033,FL,DUVAL COUNTY,0,8298538.9,0,0,8298538.9,8395100.7,0,0,0,0,30.27289,-81.72411,Commercial,Reinforced Masonry,1
754529,FL,DUVAL COUNTY,0,249399,0,249399,249399,323198.66,0,0,0,0,30.27289,-81.72411,Residential,Wood,1
161907,FL,DUVAL COUNTY,0,112049.98,0,0,112049.98,132265.59,0,0,0,0,30.27289,-81.72411,Residential,Wood,1
829142,FL,DUVAL COUNTY,0,65362.49,0,0,65362.49,78202.82,0,0,0,0,30.27289,-81.72411,Residential,Wood,1
931851,FL,DUVAL COUNTY,0,730995.12,0,0,730995.12,1084024.83,0,0,0,0,30.259905,-81.704155,Residential,Masonry,1
582859,FL,DUVAL COUNTY,0,2675127.66,0,0,2675127.66,1992435.08,0,0,0,0,30.25915,-81.750313,Commercial,Reinforced Masonry,1
770002,FL,DUVAL COUNTY,0,581619.25,0,0,581619.25,584440.1,0,0,0,0,30.25915,-81.750313,Residential,Masonry,1
163630,FL,DUVAL COUNTY,0,546802.32,0,0,546802.32,831922.55,0,0,0,0,30.25915,-81.750313,Residential,Masonry,1
537904,FL,DUVAL COUNTY,0,1172035.64,0,0,1172035.64,1690028.51,0,0,0,0,30.254504,-81.739911,Residential,Masonry,4
727550,FL,DUVAL COUNTY,0,2448679.19,0,0,2448679.19,2390694.47,0,0,0,0,30.254504,-81.739911,Commercial,Reinforced Masonry,4
841337,FL,DUVAL COUNTY,0,1378760.81,0,0,1378760.81,1519215.17,0,0,0,0,30.254504,-81.739911,Residential,Masonry,4
133071,FL,DUVAL COUNTY,0,72585.08,0,0,72585.08,103477.3,0,0,0,0,30.254504,-81.739911,Residential,Wood,4
504717,FL,DUVAL COUNTY,0,1432132.19,0,0,1432132.19,1297941.4,0,0,0,0,30.254504,-81.739911,Residential,Masonry,4
845471,FL,DUVAL COUNTY,0,398684.25,0,0,398684.25,541094.27,0,0,0,0,30.254504,-81.739911,Residential,Masonry,4
333777,FL,DUVAL COUNTY,0,32089.34,0,0,32089.34,35715.43,0,0,0,0,30.25292,-81.758675,Residential,Wood,1
207292,FL,DUVAL COUNTY,0,1095048.66,0,0,1095048.66,1797001.13,0,0,0,0,30.28006,-81.75699,Residential,Masonry,1
838765,FL,DUVAL COUNTY,0,672299.9,0,0,672299.9,698456.4,0,0,0,0,30.28006,-81.75699,Residential,Masonry,1
894705,FL,DUVAL COUNTY,0,2960332.88,0,0,2960332.88,2681972.78,0,0,0,0,30.25441,-81.76066,Commercial,Reinforced Masonry,1
867861,FL,DUVAL COUNTY,0,72585.08,0,0,72585.08,76961.24,0,0,0,0,30.25441,-81.76066,Residential,Wood,1
128204,FL,DUVAL COUNTY,0,3287677.38,0,0,3287677.38,2707205.06,0,0,0,0,30.25441,-81.76066,Commercial,Reinforced Masonry,1
552958,FL,DUVAL COUNTY,0,2263902.8,0,0,2263902.8,2396698.81,0,0,0,0,30.262472,-81.775925,Commercial,Reinforced Masonry,1
239613,FL,DUVAL COUNTY,0,65462.25,0,0,65462.25,77700.55,0,0,0,0,30.262472,-81.775925,Residential,Wood,1
106639,FL,DUVAL COUNTY,0,728324.89,0,0,728324.89,579018.29,0,0,0,0,30.262472,-81.775925,Residential,Masonry,1
812087,FL,DUVAL COUNTY,0,251892.99,0,0,251892.99,337603.11,0,0,0,0,30.290268,-81.765762,Residential,Wood,1
411523,FL,DUVAL COUNTY,0,148143.01,0,0,148143.01,166532,0,0,0,0,30.290268,-81.765762,Residential,Wood,1
509413,FL,DUVAL COUNTY,0,319516.7,0,0,319516.7,304514.11,0,0,0,0,30.250978,-81.823578,Residential,Wood,3
237155,FL,DUVAL COUNTY,0,1008195.46,0,0,1008195.46,1520278.09,0,0,0,0,30.269796,-81.770615,Residential,Masonry,1
375058,FL,DUVAL COUNTY,0,6418528.44,0,0,6418528.44,10350000,0,0,0,0,30.351467,-81.602631,Commercial,Reinforced Masonry,1
734155,FL,DUVAL COUNTY,0,3281051.71,0,0,3281051.71,3202398.34,0,0,0,0,30.351467,-81.602631,Commercial,Reinforced Masonry,1
806074,FL,DUVAL COUNTY,0,2402004.1,0,0,2402004.1,3754044.17,0,0,0,0,30.351467,-81.602631,Commercial,Reinforced Masonry,1
108291,FL,DUVAL COUNTY,0,9720000,0,0,9720000,7408854.11,0,0,0,0,30.351467,-81.602631,Commercial,Reinforced Concrete,1
922427,FL,DUVAL COUNTY,0,10170000,0,0,10170000,10170000,0,0,0,0,30.351467,-81.602631,Commercial,Reinforced Concrete,1
255713,FL,DUVAL COUNTY,0,9810000,0,0,9810000,7512301.89,0,0,0,0,30.351467,-81.602631,Commercial,Reinforced Concrete,1
233094,FL,DUVAL COUNTY,0,7204509.39,0,0,7204509.39,11160000,0,0,0,0,30.351467,-81.602631,Commercial,Reinforced Masonry,1
751459,FL,DUVAL COUNTY,0,1125000,0,0,1125000,1504928.25,0,56250,0,0,30.351467,-81.602631,Residential,Masonry,1
637795,FL,DUVAL COUNTY,0,1120471.58,0,0,1120471.58,1575575.76,0,0,0,0,30.351467,-81.602631,Residential,Masonry,1
556581,FL,DUVAL COUNTY,0,925165.49,0,0,925165.49,899122.08,0,0,0,0,30.351467,-81.602631,Residential,Masonry,1
938159,FL,DUVAL COUNTY,0,1660827.39,0,0,1660827.39,2086464.23,0,0,0,0,30.351467,-81.602631,Residential,Masonry,1
295440,FL,DUVAL COUNTY,0,420427.36,0,0,420427.36,567066.12,0,0,0,0,30.351467,-81.602631,Residential,Masonry,1
709919,FL,DUVAL COUNTY,0,813743.52,0,0,813743.52,1130826.83,0,0,0,0,30.351467,-81.602631,Residential,Masonry,1
517676,FL,DUVAL COUNTY,0,532573.27,0,0,532573.27,756286,0,0,0,0,30.351467,-81.602631,Residential,Masonry,1
246217,FL,DUVAL COUNTY,0,94500,0,0,94500,155492.19,0,4725,0,0,30.351467,-81.602631,Residential,Wood,1
415232,FL,DUVAL COUNTY,0,202696.2,0,0,202696.2,337362.89,0,0,0,0,30.351467,-81.602631,Residential,Wood,1
763029,FL,DUVAL COUNTY,0,180848.12,0,0,180848.12,238838.88,0,0,0,0,30.351467,-81.602631,Residential,Wood,1
